datum,ort,meldung,status,jahr,id,lat,lon,coord_bin,region_id,timestamp,month,season,recent_sightings,days_since_last_sighting
10.04.2024,Langenstein,Losungsfund,DNA-Analyse: Wolf bestätigt; nördliche Quellpopulation,2024,152,48.251285552978516,14.482098579406738,"(48.33, 14.5)",3,2024-04-10,4,Spring,7,2
09.04.2024,Spital am Pyhrn,Wolfssichtung,kein Fotonachweis vorhanden,2024,153,47.66461181640625,14.340187072753906,"(47.67, 14.25)",2,2024-04-09,4,Spring,3,25
08.04.2024,Langenstein,Wolfssichtung,kein Fotonachweis vorhanden,2024,154,48.251285552978516,14.482098579406738,"(48.33, 14.5)",3,2024-04-08,4,Spring,5,1
08.04.2024,St.Georgen an der Gusen,Wolfssichtungen,Foto-bzw.Videonachweise vorhanden,2024,155,48.25812911987305,14.46265983581543,"(48.33, 14.5)",3,2024-04-08,4,Spring,5,1
07.04.2024,Grünbach bei Freistadt,Wolfssichtung,kein Fotonachweis vorhanden,2024,156,48.20309066772461,13.683045387268066,"(48.33, 13.75)",4,2024-04-07,4,Spring,3,15
07.04.2024,Liebenau,Wolfssichtung,Fotonachweis vorhanden,2024,157,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2024-04-07,4,Spring,4,2
07.04.2024,Münzbach,Wolfssichtung,Videonachweis vorhanden,2024,158,48.2672004699707,14.713226318359375,"(48.33, 14.75)",1,2024-04-07,4,Spring,2,1
07.04.2024,Schwertberg,Wolfssichtung,kein Fotonachweis vorhanden,2024,159,47.97472381591797,13.67065715789795,"(48.0, 13.75)",9,2024-04-07,4,Spring,1,20
07.04.2024,Ried in der Riedmark,Wolfssichtung,kein Fotonachweis vorhanden,2024,160,48.27019119262695,14.529187202453613,"(48.33, 14.5)",3,2024-04-07,4,Spring,1,19
07.04.2024,Engerwitzdorf,Wolfssichtung,kein Fotonachweis vorhanden,2024,161,48.344451904296875,14.4420166015625,"(48.33, 14.5)",3,2024-04-07,4,Spring,1,19
07.04.2024,Katsdorf,Wolfssichtung,kein Fotonachweis vorhanden,2024,162,48.318050384521484,14.472869873046875,"(48.33, 14.5)",3,2024-04-07,4,Spring,1,19
07.04.2024,St.Georgen an der Gusen,Wolfssichtung,kein Fotonachweis vorhanden,2024,163,48.25812911987305,14.46265983581543,"(48.33, 14.5)",3,2024-04-07,4,Spring,1,19
06.04.2024,Feldkirchen an der Donau,Wolfssichtung,kein Fotonachweis vorhanden,2024,164,48.34489059448242,14.05342960357666,"(48.33, 14.0)",8,2024-04-06,4,Spring,1,14
06.04.2024,Pierbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,165,48.34822463989258,14.7565279006958,"(48.33, 14.75)",1,2024-04-06,4,Spring,1,12
05.04.2024,Liebenau,Wolfssichtung,Fotonachweis vorhanden,2024,166,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2024-04-05,4,Spring,3,5
31.03.2024,Windhaag bei Freistadt,Wolfssichtung,kein Fotonachweis vorhanden,2024,167,48.58619689941406,14.561509132385254,"(48.67, 14.5)",6,2024-03-31,3,Spring,5,14
28.03.2024,Sarleinsbach u. Atzesberg,Losungsfunde,DNA-Analyse: Wolf bestätigt; nördliche Quellpopulation,2024,168,48.53908920288086,13.869988441467285,"(48.67, 13.75)",0,2024-03-28,3,Spring,1,2
28.03.2024,Atzesberg,Wolfssichtung,Fotonachweis vorhanden,2024,169,48.53908920288086,13.869988441467285,"(48.67, 13.75)",0,2024-03-28,3,Spring,1,2
26.03.2024,Sarleinsbach,Wolfssichtung,Fotonachweis vorhanden,2024,170,48.54603958129883,13.905000686645508,"(48.67, 14.0)",0,2024-03-26,3,Spring,0,50
25.03.2024,Unterweißenbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,171,48.43539810180664,14.781949043273926,"(48.33, 14.75)",1,2024-03-25,3,Spring,4,22
23.03.2024,Schlüßlberg,Wolfssichtung,kein Fotonachweis vorhanden,2024,172,48.21814727783203,13.87211799621582,"(48.33, 13.75)",4,2024-03-23,3,Spring,2,1
23.03.2024,Vorderweißenbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,173,48.55184555053711,14.218729019165039,"(48.67, 14.25)",8,2024-03-23,3,Spring,0,39
22.03.2024,Michaelnbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,174,48.28852462768555,13.831615447998047,"(48.33, 13.75)",4,2024-03-22,3,Spring,1,8
19.03.2024,Alberndorf,Wolfssichtung,kein Fotonachweis vorhanden,2024,175,48.40552520751953,14.41844654083252,"(48.33, 14.5)",3,2024-03-19,3,Spring,1,21
18.03.2024,Ulrichsberg,Wolfssichtung,Fotonachweis vorhanden,2024,176,47.9760856628418,13.600279808044434,"(48.0, 13.5)",9,2024-03-18,3,Spring,0,63
17.03.2024,Liebenau,Wolfssichtung,Fotonachweis vorhanden,2024,177,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2024-03-17,3,Spring,5,1
16.03.2024,Liebenau,Wolfssichtung,Fotonachweis vorhanden,2024,178,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2024-03-16,3,Spring,4,11
15.03.2024,Steinbach am Ziehberg,Wolfssichtung,kein Fotonachweis vorhanden,2024,179,47.891483306884766,14.031570434570312,"(48.0, 14.0)",2,2024-03-15,3,Spring,2,1
15.03.2024,Molln,2 totes Rotwildkälber,begutachtet - DNA-Analyse: Wolf bestätigt; nördliche Quellpopulation,2024,180,47.88619613647461,14.257271766662598,"(48.0, 14.25)",2,2024-03-15,3,Spring,2,1
14.03.2024,Molln/Bodinggraben,Wolfssichtung,Fotonachweis vorhanden,2024,181,47.88619613647461,14.257271766662598,"(48.0, 14.25)",2,2024-03-14,3,Spring,1,28
14.03.2024,Scharnstein,Wolfssichtung,Fotonachweis vorhanden,2024,182,47.90449142456055,13.960975646972656,"(48.0, 14.0)",4,2024-03-14,3,Spring,0,110
05.03.2024,St.Leonhard bei Freistadt,Wolfssichtung,kein Fotonachweis vorhanden,2024,183,48.443565368652344,14.677597045898438,"(48.33, 14.75)",6,2024-03-05,3,Spring,2,13
05.03.2024,Liebenau,Wolfssichtung,kein Fotonachweis vorhanden,2024,184,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2024-03-05,3,Spring,2,13
05.03.2024,Windhaag bei Freistadt,Wolfssichtung,kein Fotonachweis vorhanden,2024,185,48.58619689941406,14.561509132385254,"(48.67, 14.5)",6,2024-03-05,3,Spring,2,13
03.03.2024,Kaltenberg,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2024,186,48.450138092041016,14.776456832885742,"(48.33, 14.75)",1,2024-03-03,3,Spring,6,1
02.03.2024,Unterweißenbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,187,48.43539810180664,14.781949043273926,"(48.33, 14.75)",1,2024-03-02,3,Spring,5,3
28.02.2024,Schönau im Mühlkreis,Wolfssichtung,kein Fotonachweis vorhanden,2024,188,48.39420700073242,14.729105949401855,"(48.33, 14.75)",1,2024-02-28,2,Winter,4,2
27.02.2024,Engerwitzdorf,Wolfssichtung,kein Fotonachweis vorhanden,2024,189,48.344451904296875,14.4420166015625,"(48.33, 14.5)",3,2024-02-27,2,Winter,0,69
26.02.2024,Unterweißenbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,190,48.43539810180664,14.781949043273926,"(48.33, 14.75)",1,2024-02-26,2,Winter,3,15
21.02.2024,Liebenau,Wolfssichtung,kein Fotonachweis vorhanden,2024,191,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2024-02-21,2,Winter,1,15
15.02.2024,Wartberg an der Krems,Wolfssichtung,kein Fotonachweis vorhanden,2024,192,47.98931884765625,14.11867904663086,"(48.0, 14.0)",2,2024-02-15,2,Winter,2,8
13.02.2024,Oberneukirchen/Eidenberg,Wolfssichtung,Fotonachweis vorhanden,2024,193,48.46451187133789,14.226265907287598,"(48.33, 14.25)",8,2024-02-13,2,Winter,0,39
11.02.2024,Pierbach,Losungsfund,DNA-Analyse: Fuchs bestätigt,2024,194,48.34822463989258,14.7565279006958,"(48.33, 14.75)",1,2024-02-11,2,Winter,3,1
10.02.2024,Pierbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,195,48.34822463989258,14.7565279006958,"(48.33, 14.75)",1,2024-02-10,2,Winter,2,1
09.02.2024,Pierbach,Wolfssichtung,kein Fotonachweis vorhanden,2024,196,48.34822463989258,14.7565279006958,"(48.33, 14.75)",1,2024-02-09,2,Winter,1,18
07.02.2024,Regau,Losungsfund,DNA-Analyse: Hund bestätigt,2024,197,48.07186508178711,14.141493797302246,"(48.0, 14.25)",2,2024-02-07,2,Winter,1,4
06.02.2024,Sandl,Wolfssichtung,kein Fotonachweis vorhanden,2024,198,48.56035614013672,14.644402503967285,"(48.67, 14.75)",6,2024-02-06,2,Winter,1,22
05.02.2024,Steinbach/Attersee,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2024,199,48.46249008178711,13.640299797058105,"(48.33, 13.75)",0,2024-02-05,2,Winter,1,19
03.02.2024,Regau,Wolfssichtung,kein Fotonachweis vorhanden,2024,200,48.07186508178711,14.141493797302246,"(48.0, 14.25)",2,2024-02-03,2,Winter,0,70
22.01.2024,Schönau im Mühlkreis,Wolfssichtung,kein Fotonachweis vorhanden,2024,201,48.39420700073242,14.729105949401855,"(48.33, 14.75)",1,2024-01-22,1,Winter,4,17
17.01.2024,Haibach ob der Donau,Wolfssichtung,kein Fotonachweis vorhanden,2024,202,48.409820556640625,13.916598320007324,"(48.33, 14.0)",0,2024-01-17,1,Winter,0,104
15.01.2024,Traunkirchen,Losungsfund,DNA-Analyse: Wolf bestätigt; nördliche Quellpopulation,2024,203,47.844825744628906,13.790284156799316,"(48.0, 13.75)",9,2024-01-15,1,Winter,2,6
15.01.2024,Liebenau,Wolfssichtung,kein Fotonachweis vorhanden,2024,204,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2024-01-15,1,Winter,2,26
09.01.2024,Obertraun,Wolfssichtung,kein Fotonachweis vorhanden,2024,205,47.55802536010742,13.685288429260254,"(47.67, 13.75)",9,2024-01-09,1,Winter,1,22
05.01.2024,Klam b. Grein,Wolfssichtung,Videoaufnahme vorhanden,2024,206,48.227176666259766,14.855195045471191,"(48.33, 14.75)",1,2024-01-05,1,Winter,3,1
05.01.2024,St.Ulrich im Mühlkreis,Wolfssichtung,kein Fotonachweis vorhanden,2024,207,48.4714241027832,14.044130325317383,"(48.33, 14.0)",8,2024-01-05,1,Winter,1,16
04.01.2024,Dornach (Ortsteil von Saxen),Wolfssichtung,kein Fotonachweis vorhanden,2024,208,48.2080192565918,14.789536476135254,"(48.33, 14.75)",1,2024-01-04,1,Winter,2,11
02.01.2024,Redleiten,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2024,209,48.08156967163086,13.468873977661133,"(48.0, 13.5)",5,2024-01-02,1,Winter,0,60
31.01.2023,Oepping,Wolfssichtung,Foto-/Videonachweis vorhanden,2023,210,48.60283660888672,13.945404052734375,"(48.67, 14.0)",0,2023-01-31,1,Winter,0,276
07.02.2023,Hellmonsödt,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,211,48.43170166015625,14.300034523010254,"(48.33, 14.25)",8,2023-02-07,2,Winter,0,66
08.02.2023,St.Georgen am Walde/Dimbach,Wolfssichtung,Fotonachweis über Fährte vorhanden,2023,212,48.30641555786133,14.908028602600098,"(48.33, 15.0)",1,2023-02-08,2,Winter,0,62
11.02.2023,Leonding,Wolfssichtung,Foto-/Videonachweis vorhanden,2023,213,48.27933120727539,14.248745918273926,"(48.33, 14.25)",8,2023-02-11,2,Winter,1,4
11.02.2023,Rohrbach-Berg,1 totes Schaf,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,214,48.572303771972656,13.990815162658691,"(48.67, 14.0)",0,2023-02-11,2,Winter,1,11
13.02.2023,Neukirchen bei Lambach,Wolfssichtung,Foto-/Videonachweis vorhanden,2023,215,48.09885025024414,13.814166069030762,"(48.0, 13.75)",4,2023-02-13,2,Winter,0,85
13.02.2023,Wolfsegg a.H.,Wolfssichtung,Foto-/Videonachweis vorhanden,2023,216,48.33805847167969,14.521017074584961,"(48.33, 14.5)",3,2023-02-13,2,Winter,0,63
18.02.2023,Eberschwang,1 totes Reh,begutachtet - DNA-Analyse: Wolf bestätigt;italienische Quellpopulation,2023,217,48.15569305419922,13.561890602111816,"(48.0, 13.5)",5,2023-02-18,2,Winter,0,52
21.02.2023,Herzogsdorf,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,218,48.43106460571289,14.11348819732666,"(48.33, 14.0)",8,2023-02-21,2,Winter,2,10
26.02.2023,Hofkirchen im Mühlkreis,Wolfssichtung,Fotonachweis vorhanden,2023,219,48.482887268066406,13.810708999633789,"(48.33, 13.75)",0,2023-02-26,2,Winter,2,15
28.02.2023,Leopoldschlag,Wolfssichtungen,Fotonachweise über Fährten vorhanden,2023,220,48.61591720581055,14.50361156463623,"(48.67, 14.5)",6,2023-02-28,2,Winter,0,81
01.03.2023,Gutau,Wolfssichtung,Foto-/Videonachweis vorhanden; Fotonachweise über Fährten vorhanden,2023,221,48.418312072753906,14.612236022949219,"(48.33, 14.5)",6,2023-03-01,3,Spring,1,1
01.03.2023,Tragwein,1 totes Reh,begutachtet - DNA-Analyse: kein eindeutiges Ergebnis,2023,222,48.331295013427734,14.622075080871582,"(48.33, 14.5)",3,2023-03-01,3,Spring,1,16
01.03.2023,Pregarten,Wolfssichtung,Videonachweis vorhanden,2023,223,48.354984283447266,14.53081226348877,"(48.33, 14.5)",3,2023-03-01,3,Spring,1,16
04.03.2023,Tragwein/Allerheiligen im Mühlkreis,Wolfssichtung,kein Fotonachweis vorhanden,2023,224,48.331295013427734,14.622075080871582,"(48.33, 14.5)",3,2023-03-04,3,Spring,3,3
04.03.2023,Dimbach,Wolfssichtung,kein Fotonachweis vorhanden,2023,225,48.30641555786133,14.908028602600098,"(48.33, 15.0)",1,2023-03-04,3,Spring,1,24
05.03.2023,Münzbach,1 totes Reh,Verdacht auf Wolfsriss; keine abschließende Beurteilung durch DNA möglich,2023,226,48.2672004699707,14.713226318359375,"(48.33, 14.75)",1,2023-03-05,3,Spring,2,1
06.03.2023,Herzogsdorf,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,227,48.43106460571289,14.11348819732666,"(48.33, 14.0)",8,2023-03-06,3,Spring,3,13
09.03.2023,Gallneukirchen,Wolfssichtung,Fotonachweis vorhanden,2023,228,48.3531379699707,14.416419982910156,"(48.33, 14.5)",3,2023-03-09,3,Spring,4,5
14.03.2023,Alberndorf in der Riedmark,Wolfssichtung,Videonachweis vorhanden,2023,229,48.40552520751953,14.41844654083252,"(48.33, 14.5)",3,2023-03-14,3,Spring,5,5
14.03.2023,Alberndorf in der Riedmark,1 totes Reh,begutachtet - DNA-Analyse: Wolf bestätigt;nördliche Quellpopulation,2023,230,48.40552520751953,14.41844654083252,"(48.33, 14.5)",3,2023-03-14,3,Spring,5,5
14.03.2023,Herzogsdorf,Wolfssichtung,Fotonachweis vorhanden,2023,231,48.43106460571289,14.11348819732666,"(48.33, 14.0)",8,2023-03-14,3,Spring,2,8
16.03.2023,Pregarten,Wolfssichtung,Videonachweis vorhanden,2023,232,48.354984283447266,14.53081226348877,"(48.33, 14.5)",3,2023-03-16,3,Spring,6,2
16.03.2023,Alberndorf in der Riedmark,Wolfssichtung,kein Fotonachweis vorhanden,2023,233,48.40552520751953,14.41844654083252,"(48.33, 14.5)",3,2023-03-16,3,Spring,6,2
19.03.2023,Haibach im Mühlkreis,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,234,48.4420166015625,14.347484588623047,"(48.33, 14.25)",3,2023-03-19,3,Spring,8,3
19.03.2023,Unterweißenbach,Wolfssichtung,kein Fotonachweis vorhanden,2023,235,48.43539810180664,14.781949043273926,"(48.33, 14.75)",1,2023-03-19,3,Spring,2,14
19.03.2023,Unterweißenbach,1 totes Reh,begutachtet - DNA-Analyse: Wolf bestätigt;nördliche Quellpopulation,2023,236,48.43539810180664,14.781949043273926,"(48.33, 14.75)",1,2023-03-19,3,Spring,2,14
21.03.2023,Bad Kreuzen,1 totes Reh,Verdacht auf Wolfsriss; keine abschließende Beurteilung durch DNA möglich,2023,237,48.26671600341797,14.807046890258789,"(48.33, 14.75)",1,2023-03-21,3,Spring,4,2
27.03.2023,Weitersfelden,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,238,48.47785949707031,14.726517677307129,"(48.33, 14.75)",6,2023-03-27,3,Spring,2,26
28.03.2023,Tragwein,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,239,48.331295013427734,14.622075080871582,"(48.33, 14.5)",3,2023-03-28,3,Spring,9,9
28.03.2023,Gramastetten,"2 tote Altschafe,7 tote Lämmer,1 vermisstes Lamm",begutachtet - DNA-Analyse: Wolf bestätigt;nördliche Quellpopulation,2023,240,48.3791618347168,14.191792488098145,"(48.33, 14.25)",8,2023-03-28,3,Spring,2,14
30.03.2023,Walding,Wolfssichtungen,kein Fotonachweis vorhanden,2023,241,48.351348876953125,14.161396980285645,"(48.33, 14.25)",8,2023-03-30,3,Spring,3,2
31.03.2023,Gutau,Wolfssichtung,kein Fotonachweis vorhanden,2023,242,48.418312072753906,14.612236022949219,"(48.33, 14.5)",6,2023-03-31,3,Spring,2,4
31.03.2023,Leopoldschlag,Wolfssichtung,kein Fotonachweis vorhanden,2023,243,48.61591720581055,14.50361156463623,"(48.67, 14.5)",6,2023-03-31,3,Spring,2,4
31.03.2023,Micheldorf,Losungsfund,DNA-Analyse: Hund bestätigt,2023,244,47.88037872314453,14.13397216796875,"(48.0, 14.25)",2,2023-03-31,3,Spring,0,118
01.04.2023,Hinzenbach,Wolfssichtung,kein Fotonachweis vorhanden,2023,245,48.30988693237305,14.00672721862793,"(48.33, 14.0)",8,2023-04-01,4,Spring,4,2
05.04.2023,Tiefgraben,"1 totes Altschaf, 1 totes Lamm",begutachtet - DNA-Analyse: Wolf bestätigt;nördliche Quellpopulation,2023,246,48.241722106933594,13.986942291259766,"(48.33, 14.0)",4,2023-04-05,4,Spring,0,51
06.04.2023,Gunskirchen,Wolfssichtung,kein Fotonachweis vorhanden,2023,247,48.13345718383789,13.942744255065918,"(48.0, 14.0)",4,2023-04-06,4,Spring,1,1
07.04.2023,Alberndorf,Wolfssichtung,kein Fotonachweis vorhanden,2023,248,48.40552520751953,14.41844654083252,"(48.33, 14.5)",3,2023-04-07,4,Spring,7,10
08.04.2023,Hellmonsödt,Wolfssichtung,kein Fotonachweis vorhanden,2023,249,48.43170166015625,14.300034523010254,"(48.33, 14.25)",8,2023-04-08,4,Spring,4,7
10.04.2023,Tragwein,Wolfssichtung,kein Fotonachweis vorhanden,2023,250,48.331295013427734,14.622075080871582,"(48.33, 14.5)",3,2023-04-10,4,Spring,7,3
10.04.2023,Tragwein,1 totes Reh,begutachtet - DNA-Analyse: Hund bestätigt,2023,251,48.331295013427734,14.622075080871582,"(48.33, 14.5)",3,2023-04-10,4,Spring,7,3
17.04.2023,Liebenau,Wolfssichtung,kein Fotonachweis vorhanden,2023,252,48.531654357910156,14.809042930603027,"(48.67, 14.75)",6,2023-04-17,4,Spring,3,17
20.04.2023,Unterweißenbach,Wolfssichtung,kein Fotonachweis vorhanden,2023,253,48.43539810180664,14.781949043273926,"(48.33, 14.75)",1,2023-04-20,4,Spring,1,30
21.04.2023,Weitersfelden,1 totes Reh,begutachtet - DNA-Analyse: Fuchs bestätigt,2023,254,48.47785949707031,14.726517677307129,"(48.33, 14.75)",6,2023-04-21,4,Spring,4,4
